user_id,game_name,behavior,playtime,zero,clean_name
53875128,Banished,play,1.8,0,banished
53875128,Left 4 Dead,play,1.7,0,left 4 dead
53875128,Sonic Adventure 2 ,play,1.6,0,sonic adventure 2
53875128,Grand Theft Auto IV,play,1.5,0,grand theft auto iv
53875128,Battlestations Midway,play,1.4,0,battlestations midway
53875128,HOARD,play,1.4,0,hoard
53875128,Sunless Sea,play,1.3,0,sunless sea
53875128,L.A. Noire,play,1.3,0,l a noire
53875128,Creeper World 3 Arc Eternal,play,1.1,0,creeper world 3 arc eternal
53875128,Turbo Dismount,play,1.1,0,turbo dismount
53875128,Floating Point,play,1.1,0,floating point
53875128,Grow Home,play,1.1,0,grow home
53875128,LUFTRAUSERS,play,1.0,0,luftrausers
53875128,Arma 2,play,1.0,0,arma 2
53875128,No Time To Explain Remastered,play,0.9,0,no time to explain remastered
53875128,FEZ,play,0.9,0,fez
53875128,The Legend of Heroes Trails in the Sky,play,0.9,0,the legend of heroes trails in the sky
53875128,Evoland,play,0.9,0,evoland
53875128,Bleed,play,0.8,0,bleed
53875128,Borderlands 2,play,0.8,0,borderlands 2
53875128,Race The Sun,play,0.8,0,race the sun
53875128,Shadowgrounds,play,0.8,0,shadowgrounds
53875128,They Bleed Pixels,play,0.8,0,they bleed pixels
53875128,"Sir, You Are Being Hunted",play,0.8,0,sir you are being hunted
53875128,Symphony,play,0.7,0,symphony
53875128,DLC Quest,play,0.7,0,dlc quest
53875128,The Stanley Parable,play,0.6,0,the stanley parable
53875128,Freedom Planet,play,0.6,0,freedom planet
53875128,KHOLAT,play,0.6,0,kholat
53875128,Osmos,play,0.6,0,osmos
53875128,Oil Rush,play,0.6,0,oil rush
53875128,Unepic,play,0.6,0,unepic
53875128,FINAL FANTASY VII,play,0.6,0,final fantasy vii
53875128,404Sight,play,0.5,0,404sight
53875128,Gravity Ghost,play,0.5,0,gravity ghost
53875128,Psychonauts,play,0.5,0,psychonauts
53875128,Rock of Ages,play,0.5,0,rock of ages
53875128,Spore,play,0.5,0,spore
53875128,Half-Life 2 Lost Coast,play,0.5,0,half life 2 lost coast
53875128,Air Brawl,play,0.5,0,air brawl
53875128,One Finger Death Punch,play,0.5,0,one finger death punch
53875128,Mind Path to Thalamus Enhanced Edition,play,0.4,0,mind path to thalamus enhanced edition
53875128,INK,play,0.4,0,ink
53875128,Intrusion 2,play,0.4,0,intrusion 2
53875128,Amnesia The Dark Descent,play,0.4,0,amnesia the dark descent
53875128,Fieldrunners,play,0.4,0,fieldrunners
53875128,Out There Somewhere,play,0.4,0,out there somewhere
53875128,KAMI,play,0.4,0,kami
53875128,Lone Survivor The Director's Cut,play,0.4,0,lone survivor the director s cut
53875128,NightSky,play,0.4,0,nightsky
53875128,Frozen Synapse,play,0.4,0,frozen synapse
53875128,Hammerfight,play,0.4,0,hammerfight
53875128,Ziggurat,play,0.4,0,ziggurat
53875128,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,play,0.4,0,aaaaaaaaaaaaaaaaaaaaaaaaa for the awesome
53875128,Superbrothers Sword & Sworcery EP,play,0.3,0,superbrothers sword sworcery ep
53875128,GRID 2,play,0.3,0,grid 2
53875128,Crysis 2 Maximum Edition,play,0.3,0,crysis 2 maximum edition
53875128,Strike Vector,play,0.3,0,strike vector
53875128,Prison Architect,play,0.3,0,prison architect
53875128,Outlast,play,0.3,0,outlast
53875128,Super Hexagon,play,0.2,0,super hexagon
53875128,WRC 4 FIA WORLD RALLY CHAMPIONSHIP,play,0.2,0,wrc 4 fia world rally championship
53875128,Valkyria Chronicles,play,0.2,0,valkyria chronicles
53875128,Shatter,play,0.2,0,shatter
53875128,Proteus,play,0.2,0,proteus
53875128,Jamestown,play,0.2,0,jamestown
53875128,STAR WARS Knights of the Old Republic II The Sith Lords,play,0.2,0,star wars knights of the old republic ii the sith lords
53875128,Phantom Breaker Battle Grounds,play,0.2,0,phantom breaker battle grounds
53875128,Tom Clancy's Splinter Cell Chaos Theory,play,0.2,0,tom clancy s splinter cell chaos theory
53875128,Risk of Rain,play,0.2,0,risk of rain
53875128,Survarium,play,0.2,0,survarium
53875128,Afterlife Empire,play,0.2,0,afterlife empire
53875128,BattleBlock Theater,play,0.2,0,battleblock theater
53875128,Need for Speed Hot Pursuit,play,0.2,0,need for speed hot pursuit
53875128,BIT.TRIP RUNNER,play,0.1,0,bit trip runner
53875128,Skullgirls,play,0.1,0,skullgirls
53875128,The Crew,play,0.1,0,the crew
53875128,Metro Last Light Redux,play,0.1,0,metro last light redux
53875128,Crimzon Clover  WORLD IGNITION,play,0.1,0,crimzon clover world ignition
53875128,Ethan Meteor Hunter,play,0.1,0,ethan meteor hunter
53875128,Reus,play,0.1,0,reus
26122540,Call of Duty Modern Warfare 2,play,47.0,0,call of duty modern warfare 2
26122540,Counter-Strike Source,play,10.3,0,counter strike source
26122540,Dungeon Defenders,play,6.8,0,dungeon defenders
26122540,Call of Duty Black Ops,play,3.1,0,call of duty black ops
26122540,Day of Defeat Source,play,1.1,0,day of defeat source
126340495,Dota 2,play,1784.0,0,dota 2
126340495,Counter-Strike Global Offensive,play,626.0,0,counter strike global offensive
126340495,Counter-Strike Source,play,176.0,0,counter strike source
126340495,Rust,play,69.0,0,rust
126340495,Saints Row IV,play,48.0,0,saints row iv
126340495,Team Fortress 2,play,16.1,0,team fortress 2
126340495,Garry's Mod,play,10.2,0,garry s mod
126340495,Counter-Strike Nexon Zombies,play,5.8,0,counter strike nexon zombies
126340495,Outlast,play,4.1,0,outlast
126340495,Robocraft,play,2.3,0,robocraft
126340495,Far Cry 3,play,2.2,0,far cry 3
126340495,Everlasting Summer,play,0.6,0,everlasting summer
126340495,War Thunder,play,0.4,0,war thunder
97298878,Max Payne 2 The Fall of Max Payne,play,32.0,0,max payne 2 the fall of max payne
97298878,Mafia II,play,15.9,0,mafia ii
97298878,Race The Sun,play,10.5,0,race the sun
97298878,Space Pirates and Zombies,play,9.5,0,space pirates and zombies
97298878,Revenge of the Titans,play,9.2,0,revenge of the titans
97298878,Team Fortress 2,play,9.0,0,team fortress 2
97298878,Dota 2,play,8.6,0,dota 2
97298878,A Virus Named TOM,play,8.3,0,a virus named tom
97298878,Super Puzzle Platformer Deluxe,play,5.9,0,super puzzle platformer deluxe
97298878,LIMBO,play,1.3,0,limbo
97298878,Burnout Paradise The Ultimate Box,play,0.6,0,burnout paradise the ultimate box
97298878,Mirror's Edge,play,0.5,0,mirror s edge
97298878,Crysis 2 Maximum Edition,play,0.5,0,crysis 2 maximum edition
97298878,Painkiller Overdose,play,0.4,0,painkiller overdose
97298878,Crayon Physics Deluxe,play,0.2,0,crayon physics deluxe
97298878,Osmos,play,0.1,0,osmos
92107940,The Elder Scrolls V Skyrim,play,110.0,0,the elder scrolls v skyrim
92107940,7 Days to Die,play,99.0,0,7 days to die
92107940,Garry's Mod,play,40.0,0,garry s mod
92107940,Far Cry 3 Blood Dragon,play,30.0,0,far cry 3 blood dragon
92107940,ORION Prelude,play,10.0,0,orion prelude
92107940,Hotline Miami,play,8.4,0,hotline miami
92107940,Goat Simulator,play,1.9,0,goat simulator
92107940,Hotline Miami 2 Wrong Number,play,0.8,0,hotline miami 2 wrong number
92107940,Amnesia A Machine for Pigs,play,0.5,0,amnesia a machine for pigs
48845802,Counter-Strike,play,211.0,0,counter strike
48845802,Mount & Blade Warband,play,78.0,0,mount blade warband
48845802,Counter-Strike Condition Zero,play,60.0,0,counter strike condition zero
48845802,Castle Crashers,play,31.0,0,castle crashers
48845802,Call of Duty Black Ops,play,11.3,0,call of duty black ops
48845802,Left 4 Dead,play,1.1,0,left 4 dead
48845802,SMITE,play,0.9,0,smite
48845802,Ricochet,play,0.3,0,ricochet
48845802,Kane & Lynch 2 Dog Days,play,0.2,0,kane lynch 2 dog days
226212066,Counter-Strike Global Offensive,play,94.0,0,counter strike global offensive
226212066,Unturned,play,15.0,0,unturned
226212066,Garry's Mod,play,10.8,0,garry s mod
226212066,PAYDAY 2,play,6.7,0,payday 2
226212066,Team Fortress 2,play,3.6,0,team fortress 2
226212066,AdVenture Capitalist,play,2.1,0,adventure capitalist
226212066,Survarium,play,0.7,0,survarium
226212066,Heroes & Generals,play,0.2,0,heroes generals
65117175,Defense Grid The Awakening,play,66.0,0,defense grid the awakening
65117175,Broken Age,play,35.0,0,broken age
65117175,Stacking,play,19.6,0,stacking
65117175,Faerie Solitaire,play,14.7,0,faerie solitaire
65117175,Dreamfall Chapters,play,14.6,0,dreamfall chapters
65117175,Universe Sandbox,play,13.3,0,universe sandbox
65117175,Portal 2,play,11.3,0,portal 2
65117175,Toki Tori,play,11.2,0,toki tori
65117175,The Wonderful End of the World,play,10.5,0,the wonderful end of the world
65117175,Hacker Evolution,play,9.5,0,hacker evolution
65117175,Portal,play,9.1,0,portal
65117175,Thomas Was Alone,play,9.0,0,thomas was alone
65117175,Little Inferno,play,8.9,0,little inferno
65117175,BIT.TRIP RUNNER,play,8.6,0,bit trip runner
65117175,The Stanley Parable,play,7.1,0,the stanley parable
65117175,Costume Quest,play,7.1,0,costume quest
65117175,RUSH,play,7.1,0,rush
65117175,Return to Mysterious Island 2,play,5.9,0,return to mysterious island 2
65117175,World of Goo,play,5.9,0,world of goo
65117175,Deus Ex Game of the Year Edition,play,5.6,0,deus ex game of the year edition
65117175,AaAaAA!!! - A Reckless Disregard for Gravity,play,5.3,0,aaaaaa a reckless disregard for gravity
65117175,Machinarium,play,5.1,0,machinarium
65117175,VVVVVV,play,5.1,0,vvvvvv
65117175,Quantum Conundrum,play,4.3,0,quantum conundrum
65117175,Mission Control NanoMech,play,4.1,0,mission control nanomech
65117175,Alan Wake's American Nightmare,play,3.7,0,alan wake s american nightmare
65117175,The Ball,play,3.6,0,the ball
65117175,Torchlight II,play,3.6,0,torchlight ii
65117175,Amnesia The Dark Descent,play,3.3,0,amnesia the dark descent
65117175,Jamestown,play,3.2,0,jamestown
65117175,Oozi Earth Adventure,play,3.1,0,oozi earth adventure
65117175,Organ Trail Director's Cut,play,2.7,0,organ trail director s cut
65117175,BIT.TRIP BEAT,play,2.2,0,bit trip beat
65117175,Braid,play,2.2,0,braid
65117175,A Virus Named TOM,play,2.1,0,a virus named tom
65117175,FTL Faster Than Light,play,2.0,0,ftl faster than light
65117175,Atom Zombie Smasher ,play,2.0,0,atom zombie smasher
65117175,Team Fortress 2,play,1.3,0,team fortress 2
65117175,Bastion,play,1.1,0,bastion
65117175,Osmos,play,1.0,0,osmos
65117175,Botanicula,play,0.9,0,botanicula
65117175,Killing Floor,play,0.9,0,killing floor
65117175,And Yet It Moves,play,0.8,0,and yet it moves
65117175,NightSky,play,0.6,0,nightsky
65117175,Ticket to Ride,play,0.5,0,ticket to ride
65117175,Penumbra Overture,play,0.4,0,penumbra overture
65117175,Crayon Physics Deluxe,play,0.3,0,crayon physics deluxe
65117175,Lucid,play,0.2,0,lucid
65117175,Critical Mass,play,0.1,0,critical mass
11373749,Team Fortress 2,play,762.0,0,team fortress 2
11373749,Rocket League,play,348.0,0,rocket league
11373749,Left 4 Dead 2,play,270.0,0,left 4 dead 2
11373749,The Elder Scrolls V Skyrim,play,220.0,0,the elder scrolls v skyrim
11373749,Fallout 3 - Game of the Year Edition,play,105.0,0,fallout 3 game of the year edition
11373749,Terraria,play,84.0,0,terraria
11373749,Assassin's Creed Brotherhood,play,62.0,0,assassin s creed brotherhood
11373749,Grand Theft Auto V,play,61.0,0,grand theft auto v
11373749,Saints Row 2,play,58.0,0,saints row 2
11373749,Grand Theft Auto Episodes from Liberty City,play,57.0,0,grand theft auto episodes from liberty city
11373749,Left 4 Dead,play,44.0,0,left 4 dead
11373749,Saints Row The Third,play,44.0,0,saints row the third
11373749,Batman Arkham Origins,play,41.0,0,batman arkham origins
11373749,The Witcher 2 Assassins of Kings Enhanced Edition,play,39.0,0,the witcher 2 assassins of kings enhanced edition
11373749,Star Wars Knights of the Old Republic,play,36.0,0,star wars knights of the old republic
11373749,Watch_Dogs,play,32.0,0,watch dogs
11373749,Hidden Object Bundle 4 in 1,play,27.0,0,hidden object bundle 4 in 1
11373749,Worms Reloaded,play,23.0,0,worms reloaded
11373749,FlatOut Ultimate Carnage,play,23.0,0,flatout ultimate carnage
11373749,Portal 2,play,22.0,0,portal 2
11373749,Rogue Legacy,play,21.0,0,rogue legacy
11373749,Chivalry Medieval Warfare,play,19.9,0,chivalry medieval warfare
11373749,Ghost Master,play,19.7,0,ghost master
11373749,Peggle Deluxe,play,19.7,0,peggle deluxe
11373749,Alan Wake,play,19.5,0,alan wake
11373749,Peggle Nights,play,19.5,0,peggle nights
11373749,Sherlock Holmes Nemesis,play,19.4,0,sherlock holmes nemesis
11373749,Puzzler World 2,play,19.1,0,puzzler world 2
11373749,Tomb Raider,play,18.3,0,tomb raider
11373749,Bejeweled 3,play,18.2,0,bejeweled 3
11373749,Half-Life 2,play,18.1,0,half life 2
11373749,The Book of Unwritten Tales,play,15.4,0,the book of unwritten tales
11373749,FEZ,play,15.0,0,fez
11373749,Guacamelee! Gold Edition,play,14.4,0,guacamelee gold edition
11373749,MacGuffin's Curse,play,13.8,0,macguffin s curse
11373749,The Testament of Sherlock Holmes,play,13.8,0,the testament of sherlock holmes
11373749,Bully Scholarship Edition,play,13.5,0,bully scholarship edition
11373749,Just Cause 2,play,12.7,0,just cause 2
11373749,Crazy Machines 2,play,12.6,0,crazy machines 2
11373749,The Secret of Monkey Island Special Edition,play,12.4,0,the secret of monkey island special edition
11373749,Kingdoms of Amalur Reckoning,play,12.4,0,kingdoms of amalur reckoning
11373749,"Cook, Serve, Delicious!",play,11.6,0,cook serve delicious
11373749,Deponia The Complete Journey,play,11.3,0,deponia the complete journey
11373749,Game Dev Tycoon,play,11.3,0,game dev tycoon
11373749,Prison Architect,play,11.2,0,prison architect
11373749,Bastion,play,11.1,0,bastion
11373749,Call of Duty Modern Warfare 2,play,11.0,0,call of duty modern warfare 2
11373749,Worms Clan Wars,play,10.4,0,worms clan wars
11373749,Vessel,play,9.7,0,vessel
11373749,Dishonored,play,9.7,0,dishonored
11373749,The Ball,play,9.0,0,the ball
11373749,TrackMania Stadium,play,8.8,0,trackmania stadium
11373749,Aura Fate of the Ages,play,8.4,0,aura fate of the ages
11373749,Cave Story+,play,7.9,0,cave story
11373749,Scribblenauts Unlimited,play,7.8,0,scribblenauts unlimited
11373749,Trials 2 Second Edition,play,7.7,0,trials 2 second edition
11373749,Grim Legends The Forsaken Bride,play,7.7,0,grim legends the forsaken bride
11373749,Machinarium,play,7.6,0,machinarium
11373749,Call of Duty Black Ops,play,7.5,0,call of duty black ops
11373749,Nightmares from the Deep 2 The Siren`s Call,play,7.4,0,nightmares from the deep 2 the siren s call
11373749,Banished,play,7.2,0,banished
11373749,Lara Croft and the Guardian of Light,play,7.2,0,lara croft and the guardian of light
11373749,Antichamber,play,7.2,0,antichamber
11373749,Goat Simulator,play,7.0,0,goat simulator
11373749,The Jackbox Party Pack,play,7.0,0,the jackbox party pack
11373749,Abyss The Wraiths of Eden,play,6.8,0,abyss the wraiths of eden
11373749,Anodyne,play,6.7,0,anodyne
11373749,Penumbra Overture,play,6.6,0,penumbra overture
11373749,Singularity,play,6.6,0,singularity
11373749,Osmos,play,6.5,0,osmos
11373749,The Maw,play,6.5,0,the maw
11373749,Psychonauts,play,6.1,0,psychonauts
11373749,Sinister City,play,5.6,0,sinister city
11373749,Puzzle Agent,play,5.6,0,puzzle agent
11373749,S.T.A.L.K.E.R. Shadow of Chernobyl,play,5.5,0,s t a l k e r shadow of chernobyl
11373749,Counter-Strike Global Offensive,play,5.5,0,counter strike global offensive
11373749,Cargo! - The quest for gravity,play,5.4,0,cargo the quest for gravity
11373749,Rocketbirds Hardboiled Chicken,play,5.3,0,rocketbirds hardboiled chicken
11373749,Atom Zombie Smasher ,play,5.3,0,atom zombie smasher
11373749,Nightmares from the Deep The Cursed Heart,play,5.3,0,nightmares from the deep the cursed heart
11373749,"Papers, Please",play,5.2,0,papers please
11373749,Insanely Twisted Shadow Planet,play,5.1,0,insanely twisted shadow planet
11373749,Surgeon Simulator,play,4.9,0,surgeon simulator
11373749,Cities Skylines,play,4.7,0,cities skylines
11373749,Alchemy Mysteries Prague Legends,play,4.6,0,alchemy mysteries prague legends
11373749,Clockwork Tales Of Glass and Ink,play,4.5,0,clockwork tales of glass and ink
11373749,Portal,play,4.4,0,portal
11373749,Puzzle Agent 2,play,4.3,0,puzzle agent 2
11373749,Torchlight II,play,4.2,0,torchlight ii
11373749,9 Clues The Secret of Serpent Creek,play,4.2,0,9 clues the secret of serpent creek
11373749,The Tiny Bang Story,play,4.2,0,the tiny bang story
11373749,Braid,play,4.1,0,braid
11373749,VVVVVV,play,4.0,0,vvvvvv
11373749,And Yet It Moves,play,4.0,0,and yet it moves
11373749,Broken Age,play,3.9,0,broken age
11373749,Shoppe Keep,play,3.6,0,shoppe keep
11373749,Gone Home,play,3.4,0,gone home
11373749,Windosill,play,3.4,0,windosill
11373749,ibb & obb,play,3.2,0,ibb obb
11373749,Botanicula,play,3.2,0,botanicula
11373749,Obulis,play,2.9,0,obulis
11373749,Nidhogg,play,2.9,0,nidhogg
11373749,Alien Swarm,play,2.7,0,alien swarm
11373749,Chime,play,2.7,0,chime
11373749,Resident Evil 5 / Biohazard 5,play,2.4,0,resident evil 5 biohazard 5
11373749,Dungeon Defenders,play,2.3,0,dungeon defenders
11373749,The Wolf Among Us,play,2.3,0,the wolf among us
11373749,Fate of the World,play,2.3,0,fate of the world
11373749,Dota 2,play,2.2,0,dota 2
11373749,Contagion,play,2.1,0,contagion
11373749,Shatter,play,2.0,0,shatter
11373749,World of Goo,play,2.0,0,world of goo
11373749,Toki Tori,play,1.9,0,toki tori
11373749,The Beginner's Guide,play,1.9,0,the beginner s guide
11373749,Octodad Dadliest Catch,play,1.8,0,octodad dadliest catch
11373749,TRAUMA,play,1.8,0,trauma
11373749,Trials Evolution Gold Edition,play,1.5,0,trials evolution gold edition
11373749,Half-Life,play,1.5,0,half life
11373749,Spectraball,play,1.5,0,spectraball
11373749,Plain Sight,play,1.4,0,plain sight
11373749,The Cave,play,1.4,0,the cave
11373749,Crayon Physics Deluxe,play,1.4,0,crayon physics deluxe
11373749,Just Cause 2 Multiplayer Mod,play,1.3,0,just cause 2 multiplayer mod
11373749,Garry's Mod,play,1.3,0,garry s mod
11373749,F.E.A.R. 2 Project Origin,play,0.9,0,f e a r 2 project origin
11373749,YOU DON'T KNOW JACK Vol. 1 XL,play,0.8,0,you don t know jack vol 1 xl
11373749,Unturned,play,0.8,0,unturned
11373749,Port of Call,play,0.8,0,port of call
11373749,Magicka,play,0.7,0,magicka
11373749,The Stanley Parable,play,0.7,0,the stanley parable
11373749,LEGO Worlds,play,0.7,0,lego worlds
11373749,Zeno Clash,play,0.7,0,zeno clash
11373749,Hydrophobia Prophecy,play,0.6,0,hydrophobia prophecy
11373749,The Longest Journey,play,0.6,0,the longest journey
11373749,Shadow Puppeteer,play,0.6,0,shadow puppeteer
11373749,The Misadventures of P.B. Winterbottom,play,0.4,0,the misadventures of p b winterbottom
11373749,Vertiginous Golf,play,0.4,0,vertiginous golf
11373749,Counter-Strike Source,play,0.4,0,counter strike source
11373749,BattleBlock Theater,play,0.4,0,battleblock theater
11373749,EDGE,play,0.4,0,edge
11373749,Shank 2,play,0.3,0,shank 2
11373749,Jolly Rover,play,0.3,0,jolly rover
11373749,Fallout New Vegas,play,0.3,0,fallout new vegas
11373749,Team Fortress Classic,play,0.3,0,team fortress classic
11373749,Orcs Must Die!,play,0.3,0,orcs must die
11373749,Tomb Raider I,play,0.3,0,tomb raider i
11373749,RUSH,play,0.2,0,rush
11373749,Sid Meier's Civilization IV,play,0.1,0,sid meier s civilization iv
54103616,Counter-Strike Global Offensive,play,1028.0,0,counter strike global offensive
54103616,Counter-Strike,play,1008.0,0,counter strike
54103616,Left 4 Dead,play,148.0,0,left 4 dead
54103616,Team Fortress 2,play,72.0,0,team fortress 2
54103616,The Elder Scrolls V Skyrim,play,35.0,0,the elder scrolls v skyrim
54103616,Counter-Strike Source,play,32.0,0,counter strike source
54103616,Borderlands 2,play,21.0,0,borderlands 2
54103616,PAYDAY The Heist,play,16.0,0,payday the heist
54103616,Left 4 Dead 2,play,15.8,0,left 4 dead 2
54103616,Need for Speed Undercover,play,15.8,0,need for speed undercover
54103616,Battlefield Bad Company 2,play,8.6,0,battlefield bad company 2
